order_id,order_datetime,order_date,order_time,order_hour,order_dayofweek,day_name,is_weekend,is_holiday,kitchen_id,kitchen_name,zip_code,num_items,order_subtotal,net_payout,discount_applied,prep_time_min,delivery_time_min,total_delivery_time_min,avoidable_wait_min,confirmed_ready_time,dasher_arrival_time,pickup_time,delivery_time,order_status,rating,weather_condition,temperature_c,currency
3121,2025-10-10 19:14:55,2025-10-10,19:14:55,19,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,4.99,3.87,False,9,19,31.49,3.49,2025-10-10 19:23:55,2025-10-10 19:23:55,2025-10-10 19:27:24.506593,2025-10-10 19:46:24.506593,Completed,5.0,Clear,18.0,USD
3122,2025-10-10 19:06:42,2025-10-10,19:06:42,19,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,13.99,10.37,False,22,34,56.33,0.33,2025-10-10 19:28:42,2025-10-10 19:24:42,2025-10-10 19:29:01.590823,2025-10-10 20:03:01.590823,Completed,5.0,Clear,18.0,USD
3123,2025-10-10 20:13:14,2025-10-10,20:13:14,20,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,4.49,3.31,False,9,18,29.53,2.53,2025-10-10 20:22:14,2025-10-10 20:23:14,2025-10-10 20:24:45.512729,2025-10-10 20:42:45.512729,Completed,5.0,Clear,18.0,USD
3124,2025-10-10 20:07:50,2025-10-10,20:07:50,20,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,2,21.98,19.05,False,21,20,46.8,5.8,2025-10-10 20:28:50,2025-10-10 20:30:50,2025-10-10 20:34:37.893100,2025-10-10 20:54:37.893100,Completed,5.0,Clear,18.0,USD
3125,2025-10-10 20:18:21,2025-10-10,20:18:21,20,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,13.99,11.95,False,18,21,44.34,5.34,2025-10-10 20:36:21,2025-10-10 20:40:21,2025-10-10 20:41:41.131027,2025-10-10 21:02:41.131027,Completed,5.0,Clear,18.0,USD
3126,2025-10-10 20:28:27,2025-10-10,20:28:27,20,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,8.99,7.07,False,18,15,34.69,1.69,2025-10-10 20:46:27,2025-10-10 20:46:27,2025-10-10 20:48:08.201397,2025-10-10 21:03:08.201397,Completed,5.0,Clear,18.0,USD
3127,2025-10-10 21:47:03,2025-10-10,21:47:03,21,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,3,21.47,17.76,False,19,40,66.61,7.61,2025-10-10 22:06:03,2025-10-10 22:12:03,2025-10-10 22:13:39.829648,2025-10-10 22:53:39.829648,Completed,4.0,Clear,18.0,USD
3128,2025-10-10 21:57:55,2025-10-10,21:57:55,21,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,8.99,7.42,True,18,22,46.48,6.48,2025-10-10 22:15:55,2025-10-10 22:18:55,2025-10-10 22:22:23.705173,2025-10-10 22:44:23.705173,Completed,4.0,Clear,18.0,USD
3129,2025-10-10 21:30:53,2025-10-10,21:30:53,21,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,2,22.98,19.25,False,19,26,56.26,11.26,2025-10-10 21:49:53,2025-10-10 21:56:53,2025-10-10 22:01:08.406582,2025-10-10 22:27:08.406582,Completed,5.0,Clear,18.0,USD
3130,2025-10-10 22:25:23,2025-10-10,22:25:23,22,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,2,14.98,11.65,True,20,25,43.7,0.0,2025-10-10 22:45:23,2025-10-10 22:42:23,2025-10-10 22:44:05.227990,2025-10-10 23:09:05.227990,Completed,4.0,Clear,18.0,USD
3131,2025-10-10 22:50:15,2025-10-10,22:50:15,22,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,12.99,9.87,False,24,35,58.29,0.0,2025-10-10 23:14:15,2025-10-10 23:10:15,2025-10-10 23:13:32.288901,2025-10-10 23:48:32.288901,Completed,4.0,Clear,18.0,USD
3132,2025-10-10 22:50:23,2025-10-10,22:50:23,22,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,2,14.98,10.96,False,13,22,46.32,11.32,2025-10-10 23:03:23,2025-10-10 23:10:23,2025-10-10 23:14:42.228925,2025-10-10 23:36:42.228925,Completed,5.0,Clear,18.0,USD
3133,2025-10-10 22:49:17,2025-10-10,22:49:17,22,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,13.99,10.74,False,23,27,61.74,11.74,2025-10-10 23:12:17,2025-10-10 23:20:17,2025-10-10 23:24:01.313378,2025-10-10 23:51:01.313378,Completed,5.0,Clear,18.0,USD
3134,2025-10-10 22:44:44,2025-10-10,22:44:44,22,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,10.99,9.38,False,19,44,72.07,9.07,2025-10-10 23:03:44,2025-10-10 23:11:44,2025-10-10 23:12:48.366090,2025-10-10 23:56:48.366090,Completed,3.0,Clear,18.0,USD
3135,2025-10-10 22:21:47,2025-10-10,22:21:47,22,4,Friday,False,False,39555939,Vel's Kitchen Indian,60642,1,14.99,12.76,False,21,19,45.41,5.41,2025-10-10 22:42:47,2025-10-10 22:46:47,2025-10-10 22:48:11.687953,2025-10-10 23:07:11.687953,Completed,5.0,Clear,18.0,USD
3136,2025-10-11 10:09:19,2025-10-11,10:09:19,10,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,18.98,16.56,False,14,25,49.87,10.87,2025-10-11 10:23:19,2025-10-11 10:33:19,2025-10-11 10:34:11.084978,2025-10-11 10:59:11.084978,Completed,5.0,Clear,18.0,USD
3137,2025-10-11 11:26:12,2025-10-11,11:26:12,11,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,10.99,9.14,False,19,35,57.96,3.96,2025-10-11 11:45:12,2025-10-11 11:47:12,2025-10-11 11:49:09.475024,2025-10-11 12:24:09.475024,Completed,5.0,Clear,18.0,USD
3138,2025-10-11 11:21:32,2025-10-11,11:21:32,11,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,5.99,False,15,28,48.51,5.51,2025-10-11 11:36:32,2025-10-11 11:38:32,2025-10-11 11:42:02.564089,2025-10-11 12:10:02.564089,Completed,5.0,Clear,18.0,USD
3139,2025-10-11 11:34:09,2025-10-11,11:34:09,11,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,13.99,11.5,False,19,33,65.16,13.16,2025-10-11 11:53:09,2025-10-11 12:03:09,2025-10-11 12:06:18.364180,2025-10-11 12:39:18.364180,Completed,4.0,Clear,18.0,USD
3140,2025-10-11 12:34:50,2025-10-11,12:34:50,12,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,5.99,5.0,False,13,17,38.93,8.93,2025-10-11 12:47:50,2025-10-11 12:55:50,2025-10-11 12:56:45.969007,2025-10-11 13:13:45.969007,Completed,5.0,Clear,18.0,USD
3141,2025-10-11 12:06:25,2025-10-11,12:06:25,12,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,39.97,29.94,False,26,31,61.63,4.63,2025-10-11 12:32:25,2025-10-11 12:33:25,2025-10-11 12:37:02.552315,2025-10-11 13:08:02.552315,Completed,5.0,Clear,18.0,USD
3142,2025-10-11 12:13:30,2025-10-11,12:13:30,12,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,13.99,12.12,True,18,27,43.62,0.0,2025-10-11 12:31:30,2025-10-11 12:27:30,2025-10-11 12:30:07.313195,2025-10-11 12:57:07.313195,Completed,5.0,Clear,18.0,USD
3143,2025-10-11 12:06:17,2025-10-11,12:06:17,12,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,15.48,13.63,True,18,34,64.17,12.17,2025-10-11 12:24:17,2025-10-11 12:32:17,2025-10-11 12:36:26.919925,2025-10-11 13:10:26.919925,Cancelled,,Clear,18.0,USD
3144,2025-10-11 13:57:08,2025-10-11,13:57:08,13,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,15.98,14.32,False,15,38,59.08,6.08,2025-10-11 14:12:08,2025-10-11 14:15:08,2025-10-11 14:18:12.937026,2025-10-11 14:56:12.937026,Completed,5.0,Clear,18.0,USD
3145,2025-10-11 13:25:50,2025-10-11,13:25:50,13,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,14.98,11.04,False,15,33,56.02,8.02,2025-10-11 13:40:50,2025-10-11 13:44:50,2025-10-11 13:48:51.409251,2025-10-11 14:21:51.409251,Completed,3.0,Clear,18.0,USD
3146,2025-10-11 13:53:09,2025-10-11,13:53:09,13,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,10.99,8.45,False,19,33,54.25,2.25,2025-10-11 14:12:09,2025-10-11 14:12:09,2025-10-11 14:14:23.922112,2025-10-11 14:47:23.922112,Completed,4.0,Clear,18.0,USD
3147,2025-10-11 13:58:52,2025-10-11,13:58:52,13,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,15.98,13.06,False,15,34,49.57,0.57,2025-10-11 14:13:52,2025-10-11 14:11:52,2025-10-11 14:14:26.202561,2025-10-11 14:48:26.202561,Completed,5.0,Clear,18.0,USD
3148,2025-10-11 13:40:57,2025-10-11,13:40:57,13,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,26.97,21.61,False,19,15,37.28,3.28,2025-10-11 13:59:57,2025-10-11 14:00:57,2025-10-11 14:03:13.761135,2025-10-11 14:18:13.761135,Completed,5.0,Clear,18.0,USD
3149,2025-10-11 14:42:07,2025-10-11,14:42:07,14,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,38.97,29.56,False,21,35,67.66,11.66,2025-10-11 15:03:07,2025-10-11 15:11:07,2025-10-11 15:14:46.679287,2025-10-11 15:49:46.679287,Completed,4.0,Clear,18.0,USD
3150,2025-10-11 15:39:26,2025-10-11,15:39:26,15,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,15.98,11.9,False,15,36,48.35,0.0,2025-10-11 15:54:26,2025-10-11 15:49:26,2025-10-11 15:51:47.157357,2025-10-11 16:27:47.157357,Completed,5.0,Clear,18.0,USD
3151,2025-10-11 15:38:07,2025-10-11,15:38:07,15,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.49,3.84,True,5,18,30.98,7.98,2025-10-11 15:43:07,2025-10-11 15:50:07,2025-10-11 15:51:06.007767,2025-10-11 16:09:06.007767,Completed,5.0,Clear,18.0,USD
3152,2025-10-11 16:25:49,2025-10-11,16:25:49,16,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,19.48,16.57,True,25,22,53.79,6.79,2025-10-11 16:50:49,2025-10-11 16:53:49,2025-10-11 16:57:36.473034,2025-10-11 17:19:36.473034,Completed,5.0,Clear,18.0,USD
3153,2025-10-11 16:14:17,2025-10-11,16:14:17,16,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,19.98,15.91,False,16,21,51.63,14.63,2025-10-11 16:30:17,2025-10-11 16:40:17,2025-10-11 16:44:54.763306,2025-10-11 17:05:54.763306,Completed,5.0,Clear,18.0,USD
3154,2025-10-11 16:43:17,2025-10-11,16:43:17,16,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,5.66,False,14,40,53.77,0.0,2025-10-11 16:57:17,2025-10-11 16:55:17,2025-10-11 16:57:02.990648,2025-10-11 17:37:02.990648,Completed,3.0,Clear,18.0,USD
3155,2025-10-11 16:05:46,2025-10-11,16:05:46,16,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,18.98,14.11,True,18,45,64.39,1.39,2025-10-11 16:23:46,2025-10-11 16:20:46,2025-10-11 16:25:09.543311,2025-10-11 17:10:09.543311,Completed,4.0,Clear,18.0,USD
3156,2025-10-11 17:16:58,2025-10-11,17:16:58,17,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,20.97,17.1,False,18,17,35.3,0.3,2025-10-11 17:34:58,2025-10-11 17:32:58,2025-10-11 17:35:16.123308,2025-10-11 17:52:16.123308,Cancelled,,Clear,18.0,USD
3157,2025-10-11 17:42:42,2025-10-11,17:42:42,17,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,17.98,15.82,True,18,39,52.71,0.0,2025-10-11 18:00:42,2025-10-11 17:55:42,2025-10-11 17:56:24.841374,2025-10-11 18:35:24.841374,Completed,5.0,Clear,18.0,USD
3158,2025-10-11 17:58:02,2025-10-11,17:58:02,17,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,23.47,18.33,False,19,31,62.34,12.34,2025-10-11 18:17:02,2025-10-11 18:25:02,2025-10-11 18:29:22.368264,2025-10-11 19:00:22.368264,Completed,5.0,Clear,18.0,USD
3159,2025-10-11 18:02:47,2025-10-11,18:02:47,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,12.99,11.57,False,18,43,58.61,0.0,2025-10-11 18:20:47,2025-10-11 18:16:47,2025-10-11 18:18:23.540907,2025-10-11 19:01:23.540907,Completed,3.0,Clear,18.0,USD
3160,2025-10-11 18:16:32,2025-10-11,18:16:32,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,14.98,10.95,True,19,44,69.86,6.86,2025-10-11 18:35:32,2025-10-11 18:40:32,2025-10-11 18:42:23.638122,2025-10-11 19:26:23.638122,Completed,3.0,Clear,18.0,USD
3161,2025-10-11 18:20:12,2025-10-11,18:20:12,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,30.97,25.84,False,18,28,45.63,0.0,2025-10-11 18:38:12,2025-10-11 18:34:12,2025-10-11 18:37:49.746915,2025-10-11 19:05:49.746915,Completed,4.0,Clear,18.0,USD
3162,2025-10-11 18:59:37,2025-10-11,18:59:37,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,17.98,14.31,False,14,21,42.76,7.76,2025-10-11 19:13:37,2025-10-11 19:20:37,2025-10-11 19:21:22.865384,2025-10-11 19:42:22.865384,Completed,5.0,Clear,18.0,USD
3163,2025-10-11 18:56:05,2025-10-11,18:56:05,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.49,3.78,False,11,30,40.41,0.0,2025-10-11 19:07:05,2025-10-11 19:05:05,2025-10-11 19:06:29.885107,2025-10-11 19:36:29.885107,Completed,5.0,Clear,18.0,USD
3164,2025-10-11 18:19:59,2025-10-11,18:19:59,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,3.96,False,11,41,51.98,0.0,2025-10-11 18:30:59,2025-10-11 18:25:59,2025-10-11 18:30:58.016869,2025-10-11 19:11:58.016869,Completed,4.0,Clear,18.0,USD
3165,2025-10-11 18:10:59,2025-10-11,18:10:59,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,14.99,13.01,False,24,32,54.8,0.0,2025-10-11 18:34:59,2025-10-11 18:31:59,2025-10-11 18:33:47.118609,2025-10-11 19:05:47.118609,Completed,4.0,Clear,18.0,USD
3166,2025-10-11 18:40:19,2025-10-11,18:40:19,18,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,3,30.97,27.44,False,19,19,52.7,14.7,2025-10-11 18:59:19,2025-10-11 19:09:19,2025-10-11 19:14:01.149388,2025-10-11 19:33:01.149388,Completed,5.0,Clear,18.0,USD
3167,2025-10-11 19:27:30,2025-10-11,19:27:30,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,5.49,False,16,31,55.71,8.71,2025-10-11 19:43:30,2025-10-11 19:49:30,2025-10-11 19:52:12.532064,2025-10-11 20:23:12.532064,Completed,5.0,Clear,18.0,USD
3168,2025-10-11 19:15:35,2025-10-11,19:15:35,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,8.99,6.84,False,18,45,60.67,0.0,2025-10-11 19:33:35,2025-10-11 19:30:35,2025-10-11 19:31:15.127491,2025-10-11 20:16:15.127491,Completed,3.0,Clear,18.0,USD
3169,2025-10-11 19:42:24,2025-10-11,19:42:24,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,10.48,7.59,False,8,40,53.26,5.26,2025-10-11 19:50:24,2025-10-11 19:54:24,2025-10-11 19:55:39.716202,2025-10-11 20:35:39.716202,Completed,5.0,Clear,18.0,USD
3170,2025-10-11 19:03:04,2025-10-11,19:03:04,19,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,14.99,10.65,False,25,22,48.64,1.64,2025-10-11 19:28:04,2025-10-11 19:25:04,2025-10-11 19:29:42.421940,2025-10-11 19:51:42.421940,Completed,3.0,Clear,18.0,USD
3171,2025-10-11 20:27:42,2025-10-11,20:27:42,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,5.37,True,11,27,37.33,0.0,2025-10-11 20:38:42,2025-10-11 20:35:42,2025-10-11 20:38:01.760387,2025-10-11 21:05:01.760387,Completed,5.0,Clear,18.0,USD
3172,2025-10-11 20:20:11,2025-10-11,20:20:11,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,3.5,False,11,35,59.83,13.83,2025-10-11 20:31:11,2025-10-11 20:41:11,2025-10-11 20:45:00.690289,2025-10-11 21:20:00.690289,Completed,5.0,Clear,18.0,USD
3173,2025-10-11 20:18:31,2025-10-11,20:18:31,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,5.99,4.84,False,13,40,54.7,1.7,2025-10-11 20:31:31,2025-10-11 20:28:31,2025-10-11 20:33:13.244053,2025-10-11 21:13:13.244053,Completed,4.0,Clear,18.0,USD
3174,2025-10-11 20:17:33,2025-10-11,20:17:33,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,26.98,21.62,False,22,44,74.42,8.42,2025-10-11 20:39:33,2025-10-11 20:45:33,2025-10-11 20:47:57.998084,2025-10-11 21:31:57.998084,Completed,3.0,Clear,18.0,USD
3175,2025-10-11 20:38:14,2025-10-11,20:38:14,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,17.98,15.11,False,18,15,39.98,6.98,2025-10-11 20:56:14,2025-10-11 21:02:14,2025-10-11 21:03:12.611061,2025-10-11 21:18:12.611061,Cancelled,,Clear,18.0,USD
3176,2025-10-11 20:28:22,2025-10-11,20:28:22,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,4.0,False,10,44,62.44,8.44,2025-10-11 20:38:22,2025-10-11 20:45:22,2025-10-11 20:46:48.215948,2025-10-11 21:30:48.215948,Completed,4.0,Clear,18.0,USD
3177,2025-10-11 20:54:11,2025-10-11,20:54:11,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,3.63,False,8,35,42.55,0.0,2025-10-11 21:02:11,2025-10-11 20:59:11,2025-10-11 21:01:44.034879,2025-10-11 21:36:44.034879,Completed,5.0,Clear,18.0,USD
3178,2025-10-11 20:25:23,2025-10-11,20:25:23,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,19.98,16.64,True,14,23,48.43,11.43,2025-10-11 20:39:23,2025-10-11 20:46:23,2025-10-11 20:50:48.970482,2025-10-11 21:13:48.970482,Completed,5.0,Clear,18.0,USD
3179,2025-10-11 20:54:41,2025-10-11,20:54:41,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,15.48,12.41,False,16,18,36.52,2.52,2025-10-11 21:10:41,2025-10-11 21:12:41,2025-10-11 21:13:12.375283,2025-10-11 21:31:12.375283,Completed,4.0,Clear,18.0,USD
3180,2025-10-11 20:26:55,2025-10-11,20:26:55,20,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,23.98,20.52,True,18,23,41.04,0.04,2025-10-11 20:44:55,2025-10-11 20:40:55,2025-10-11 20:44:57.612389,2025-10-11 21:07:57.612389,Completed,4.0,Clear,18.0,USD
3181,2025-10-11 21:00:00,2025-10-11,21:00:00,21,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,20.98,17.51,False,19,41,70.34,10.34,2025-10-11 21:19:00,2025-10-11 21:27:00,2025-10-11 21:29:20.478080,2025-10-11 22:10:20.478080,Completed,4.0,Clear,18.0,USD
3182,2025-10-11 21:51:48,2025-10-11,21:51:48,21,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,14.98,11.71,True,12,30,43.91,1.91,2025-10-11 22:03:48,2025-10-11 22:02:48,2025-10-11 22:05:42.800631,2025-10-11 22:35:42.800631,Completed,5.0,Clear,18.0,USD
3183,2025-10-11 21:46:07,2025-10-11,21:46:07,21,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,3.64,True,5,26,32.13,1.13,2025-10-11 21:51:07,2025-10-11 21:51:07,2025-10-11 21:52:14.801888,2025-10-11 22:18:14.801888,Completed,4.0,Clear,18.0,USD
3184,2025-10-11 21:09:18,2025-10-11,21:09:18,21,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,23.98,19.31,False,18,32,55.62,5.62,2025-10-11 21:27:18,2025-10-11 21:30:18,2025-10-11 21:32:55.181463,2025-10-11 22:04:55.181463,Completed,5.0,Clear,18.0,USD
3185,2025-10-11 22:38:37,2025-10-11,22:38:37,22,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,12.99,10.98,False,22,24,42.51,0.0,2025-10-11 23:00:37,2025-10-11 22:56:37,2025-10-11 22:57:07.347983,2025-10-11 23:21:07.347983,Completed,5.0,Clear,18.0,USD
3186,2025-10-11 22:28:38,2025-10-11,22:28:38,22,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,1,14.99,12.61,False,26,18,48.18,4.18,2025-10-11 22:54:38,2025-10-11 22:56:38,2025-10-11 22:58:48.716943,2025-10-11 23:16:48.716943,Completed,3.0,Clear,18.0,USD
3187,2025-10-11 22:22:42,2025-10-11,22:22:42,22,5,Saturday,True,False,39555939,Vel's Kitchen Indian,60642,2,23.98,21.31,False,20,41,67.37,6.37,2025-10-11 22:42:42,2025-10-11 22:47:42,2025-10-11 22:49:04.444778,2025-10-11 23:30:04.444778,Cancelled,,Clear,18.0,USD
3188,2025-10-12 10:41:33,2025-10-12,10:41:33,10,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,19.98,14.46,False,22,19,40.06,0.0,2025-10-12 11:03:33,2025-10-12 10:58:33,2025-10-12 11:02:36.717330,2025-10-12 11:21:36.717330,Completed,3.0,Rain,12.0,USD
3189,2025-10-12 10:42:23,2025-10-12,10:42:23,10,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,24.98,18.69,True,20,32,51.19,0.0,2025-10-12 11:02:23,2025-10-12 10:58:23,2025-10-12 11:01:34.674639,2025-10-12 11:33:34.674639,Completed,5.0,Rain,12.0,USD
3190,2025-10-12 10:34:01,2025-10-12,10:34:01,10,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,5.99,4.54,False,14,17,30.53,0.0,2025-10-12 10:48:01,2025-10-12 10:43:01,2025-10-12 10:47:32.637839,2025-10-12 11:04:32.637839,Completed,5.0,Rain,12.0,USD
3191,2025-10-12 11:21:15,2025-10-12,11:21:15,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.99,4.25,False,7,17,33.42,9.42,2025-10-12 11:28:15,2025-10-12 11:33:15,2025-10-12 11:37:40.328496,2025-10-12 11:54:40.328496,Completed,3.0,Rain,12.0,USD
3192,2025-10-12 11:06:59,2025-10-12,11:06:59,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,25.98,20.55,False,25,23,54.61,6.61,2025-10-12 11:31:59,2025-10-12 11:35:59,2025-10-12 11:38:35.773365,2025-10-12 12:01:35.773365,Completed,5.0,Rain,12.0,USD
3193,2025-10-12 11:40:08,2025-10-12,11:40:08,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,8.99,7.29,False,16,16,32.88,0.88,2025-10-12 11:56:08,2025-10-12 11:56:08,2025-10-12 11:57:00.950661,2025-10-12 12:13:00.950661,Completed,5.0,Rain,12.0,USD
3194,2025-10-12 11:01:24,2025-10-12,11:01:24,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,19.98,16.55,False,21,39,68.74,8.74,2025-10-12 11:22:24,2025-10-12 11:28:24,2025-10-12 11:31:08.384908,2025-10-12 12:10:08.384908,Completed,5.0,Rain,12.0,USD
3195,2025-10-12 11:43:14,2025-10-12,11:43:14,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,11.48,9.93,False,13,32,46.5,1.5,2025-10-12 11:56:14,2025-10-12 11:54:14,2025-10-12 11:57:44.261286,2025-10-12 12:29:44.261286,Completed,5.0,Rain,12.0,USD
3196,2025-10-12 11:57:45,2025-10-12,11:57:45,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,13.99,11.4,False,20,23,49.2,6.2,2025-10-12 12:17:45,2025-10-12 12:19:45,2025-10-12 12:23:56.945213,2025-10-12 12:46:56.945213,Completed,3.0,Rain,12.0,USD
3197,2025-10-12 11:21:35,2025-10-12,11:21:35,11,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,24.98,20.45,False,22,45,77.62,10.62,2025-10-12 11:43:35,2025-10-12 11:49:35,2025-10-12 11:54:12.040974,2025-10-12 12:39:12.040974,Completed,4.0,Rain,12.0,USD
3198,2025-10-12 12:49:01,2025-10-12,12:49:01,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,12.99,9.09,False,22,39,65.34,4.34,2025-10-12 13:11:01,2025-10-12 13:14:01,2025-10-12 13:15:21.374568,2025-10-12 13:54:21.374568,Completed,5.0,Rain,12.0,USD
3199,2025-10-12 12:27:36,2025-10-12,12:27:36,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,14.99,12.31,False,25,16,47.12,6.12,2025-10-12 12:52:36,2025-10-12 12:56:36,2025-10-12 12:58:43.007249,2025-10-12 13:14:43.007249,Completed,5.0,Rain,12.0,USD
3200,2025-10-12 12:00:24,2025-10-12,12:00:24,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,4.49,3.36,False,5,38,41.25,0.0,2025-10-12 12:05:24,2025-10-12 12:01:24,2025-10-12 12:03:38.896971,2025-10-12 12:41:38.896971,Completed,5.0,Rain,12.0,USD
3201,2025-10-12 12:17:23,2025-10-12,12:17:23,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,6.99,5.51,True,13,43,52.87,0.0,2025-10-12 12:30:23,2025-10-12 12:26:23,2025-10-12 12:27:15.408475,2025-10-12 13:10:15.408475,Completed,5.0,Rain,12.0,USD
3202,2025-10-12 12:14:26,2025-10-12,12:14:26,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,3,28.97,20.62,False,23,32,53.84,0.0,2025-10-12 12:37:26,2025-10-12 12:34:26,2025-10-12 12:36:16.687051,2025-10-12 13:08:16.687051,Completed,5.0,Rain,12.0,USD
3203,2025-10-12 12:40:01,2025-10-12,12:40:01,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,2,10.48,8.62,False,12,23,38.66,3.66,2025-10-12 12:52:01,2025-10-12 12:53:01,2025-10-12 12:55:40.305870,2025-10-12 13:18:40.305870,Completed,5.0,Rain,12.0,USD
3204,2025-10-12 12:54:25,2025-10-12,12:54:25,12,6,Sunday,True,False,39555939,Vel's Kitchen Indian,60642,1,8.99,7.84,True,14,23,43.57,6.57,2025-10-12 13:08:25,2025-10-12 13:12:25,2025-10-12 13:14:59.154635,2025-10-12 13:37:59.154635,Completed,5.0,Rain,12.0,USD
